nlp_text,property_apartment,property_house,property_villa,property_land,property_commercial,transaction_sale,transaction_rent,transaction_negotiable,transaction_urgent,condition_new_or_renovated,condition_needs_renovation,comfort_furnished,comfort_air_conditioning,comfort_heating,comfort_parking_or_garage,comfort_elevator,comfort_balcony_or_terrace,comfort_garden,comfort_pool,comfort_security,comfort_double_glazing,location_sea_view,location_near_beach,location_near_school,location_near_transport,location_city_center,standing_luxury,standing_high_quality_finishing,signal_low_quality_or_vague
"Description: ""للبيع 🔥 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: Appartement | Property type: 54747/27373577_10e8e0706d795319.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 'parking' | Transaction type: 'heating',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: 'parking']"" | Transaction type: 'heating' | Governorate: ""La Croisette immobilière Tunisie vous propose à la vente un appartement S+2 occupant le premier étage d'une résidence R+2 gardée à Gammarth.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: ainsi qu'une salle de bain parfaitement équipée.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: Appartement S+2 à Gammarth ZAV1872 | Description: 1.0 | Property type: Appartement | Governorate: 1.0 | Zone: Gammarth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: ainsi qu'une salle de bain parfaitement équipée.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""𝔸 𝕍𝔼ℕ𝔻ℝ𝔼 Un appartement S+2 occupe le rdc d'un immeuble situé au plein cœur de Hammamet | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""𝔸 𝕍𝔼ℕ𝔻ℝ𝔼 Un appartement S+2 occupe le rdc d'un immeuble situé au plein cœur de Hammamet",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Appartement idéal à la vente. Prix 388 864 TND. 2 pièces | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""🔑 𝑨̀ 𝒍𝒂 𝒓𝒆𝒄𝒉𝒆𝒓𝒄𝒉𝒆 𝒅'𝒖𝒏 𝒂𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕 𝒎𝒐𝒅𝒆𝒓𝒏𝒆 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Property type: legacy_ahmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A VENDRE | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""فرصة فرصة فرصة 🔥🔥🔥🔥 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: 105.0 | Property type: شقة في قلب الحمامات للبيع جديدة | Zone: 54757/27378634_623e3eae7a787e7e.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""En face Park Soukra à vendre un joli appartement au deuxième étage 112 m² de superficieÂ | Transaction type: vente | Governorate: cuisine bien aménager prolongée d'un séchoirÂ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: 112.0 | Description: 1.0 | Property type: Prés parc Soukra S+2 à vendre | Zone: https://img.cava.tn/cava/items/d1cc5d15-d58d-41f9-a8c5-357bbc71e7f4/1747407037081.webp,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""𝐀_𝐕𝐄𝐍𝐃𝐑𝐄 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zone: ""𝐀_𝐕𝐄𝐍𝐃𝐑𝐄",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""📌 Référence : TN1520 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Property type: ""📌 Référence : TN1520 | Governorate: 1.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A vendre des appartements Haut standing en cours de construction à Hammam ghzeez situé à 200 mètres de la plage. | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Title: 2.0 | Property type: 178000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Transaction type: 'parking']""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: salle de bain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: salle de bain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 'pool' | Transaction type: 'parking' | Governorate: vente,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Title: Appartement S+2 à vendre à AFH Mrezga | Description: 1.0 | Property type: Appartement | Transaction type: 1.0 | Zone: Cité El Wafa Mrezga,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A vendre un appartement s+2 à Kharrouba Hammamet | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""طريق العين كلم 2 بعمارة الطابق 4 مجهزة ب 2 مصعد و مأوى سيارات و بيت خزين بها 5 مكيفات و كافة الكماليات | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Property type: 398000.0 | Transaction type: 1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""à vendre un appartement s+3 au 3 éme étage sans ascenseur | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: 1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Emplacement : Nkhilette | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: ☎️9️ | Property type: Appartement | Zone: Nkhilette,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A VENDRE | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: A VENDRE        AHH[hidden information] | Property type: Appartement | Zone: Hammamet,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""À vendre | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: appartement S+2 de luxe à Dar allouche kélibia."" | Property type: Appartement | Zone: Kélibia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Un nouvel appartement avec vue sur la mer de Zahra | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: Ezzahra | Zone: ""Un nouvel appartement avec vue sur la mer de Zahra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""🏡 𝘼̀ 𝙑𝙚𝙣𝙙𝙧𝙚 – 𝘼𝙥𝙥𝙖𝙧𝙩𝙚𝙢𝙚𝙣𝙩 𝙖̀ 𝙃𝙖𝙢𝙢𝙖𝙢𝙚𝙩 𝙉𝙤𝙧𝙙 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: Hammamet Nord | Description: 1.0 | Zone: ""🏡 𝘼̀ 𝙑𝙚𝙣𝙙𝙧𝙚 – 𝘼𝙥𝙥𝙖𝙧𝙩𝙚𝙢𝙚𝙣𝙩 𝙖̀ 𝙃𝙖𝙢𝙢𝙖𝙢𝙚𝙩 𝙉𝙤𝙧𝙙",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""شقة S+2 للبيع تبعد خطوة على البحر | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Réf : V257 Appartement Fragola | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""🌞 Occasion estivale à Kélibia ! 🏖️ | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: https://img.cava.tn/cava/items/014ca563-9944-408e-86d7-d85c51b39daf/1746518992695.webp | Property type: Kelibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A Vendre à Rades | Transaction type: vente | Governorate: une cuisine totalement équipée qui donne sur un séchoir",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: Appartement / condominium de 2 chambres et 1 salle de bain | Property type: Appartement | Zone: Rades,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Carthaginois immobilière vous propose à la vente un appartement de type s plus trois située au rez de chaussée d'une petite résidence familiale à sidi daoued sur une grande route et qui se compose | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: Appartement | Property type: https://www.mubawab-media.com/ad/8/144/100F/h/1000006994_80289528.avif,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""في المنطقة السياحية 🏖️ | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: 54747/27373615_d8680e4acacae3f3.jpg | Transaction type: 1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""🏠À Vendre – S+1 Neuf avec Terrasse – Direct PromoteurðŸ | Transaction type: vente",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1.0 | Transaction type: 1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Appartement idéal à la vente. Prix 486 500 TND. 3 chambres | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1.0 | Property type: legacy_ahmed | Transaction type: 1.0 | Governorate: 1.0 | Zone: 139.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: Cité Taieb Mhiri | Governorate: superficie 139 m². 3ème étage. Nouveau. Type de sol: Marbre. Jardin privatif et terrasse. Dispose également d'un ascenseur et d'un garage.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A vendre un appartement avec balcon vue de mer à hammamet proche toutes les Commodités. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Governorate: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""av en plein zone touristique et à 5 min à pieds loin  de la mer | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: 1.0 | Property type: ""av en plein zone touristique et à 5 min à pieds loin  de la mer | Zone: aux deuxiémé étages avec parking sou-sol et belle terrasse vue mer et mogntane .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""notre Agence Ghalleb met a votre disposition un bel appartement au  5 min a la plage situé a Hammamet exactement à mehersi qui se compose d'un Salon trois chambres a coucher | Transaction type: vente | Governorate: une petite terrasse",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Title: ""notre Agence Ghalleb met a votre disposition un bel appartement au  5 min a la plage situé a Hammamet exactement à mehersi qui se compose d'un Salon trois chambres a coucher | Property type: cuisine moderne et une salle de bain | Zone: une petite terrasse",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Opportunité unique pour cet appartement à vendre. | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1.0 | Property type: 1.0 | Transaction type: 1.0 | Governorate: 1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Opportunité unique pour cet appartement à vendre.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: [],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: boucher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: ensuite on teouve une partie nuit séparé donnant sur 2 chambres enfants avec dressing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: legacy_ahmed | Zone: AV. S3 a ain zaghouen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: boucher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transaction type: ensuite on teouve une partie nuit séparé donnant sur 2 chambres enfants avec dressing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""À vendre | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: 255000.0 | Transaction type: 1.0 | Zone: legacy_ahmed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A vendre un studio s+1 avec terrasse a Hammamet nord rempoint soltan 1.5km de la plage. 2ème étage sans ascenseur | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""REF : M168 ✨ | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""🏡 À Vendre – EXCLUSIVITÉ Braïek Immobilier : Superbe Appartement S+2 Haut Standing à Skanes | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Transaction type: 1.0 | Governorate: 1.0 | Zone: Appartement,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""À vendre magnifique appartement S3 à menzah 8 | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: chauffage central | Transaction type: une salle d'eau,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: chauffage central | Transaction type: une salle d'eau,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A VENDRE | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Property type: legacy_ahmed | Zone: 160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""✨✨ 𝑶𝒑𝒑𝒐𝒓𝒕𝒖𝒏𝒊𝒕𝒆́ 𝒂̀ 𝒏𝒆 𝒑𝒂𝒔 𝒓𝒂𝒕𝒆𝒓 ✨✨ | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: 54748/27374492_c8a98dadb194a4e5.jpg | Property type: La Marsa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A vendre un s+1 zin zaghwn nord tout Neuf | Transaction type: vente",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: ""A vendre un s+1 zin zaghwn nord tout Neuf | Property type: cuisine séparée au 1er étage avec ascenseur. | Transaction type: 1.0",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""𝐍𝐨𝐭𝐫𝐞 𝐀𝐠𝐞𝐧𝐜𝐞 𝐄𝐥 𝐆𝐡𝐚𝐧𝐣𝐚 𝐈𝐦𝐦𝐨𝐛𝐢𝐥𝐢𝐞̀𝐫𝐞 𝐇𝐚𝐦𝐦𝐚𝐦𝐞𝐭 𝐯𝐨𝐮𝐬 𝐩𝐫𝐨𝐩𝐨𝐬𝐞 | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Property type: Vacances Appartement Liyam S+1 | Zone: 54749/27374516_0a7519771c33f187.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""On vous propose de louer pour la saison d'été une très belle villa 🏡🏡 🏡 plage de dharoufa 🏖️🏖️🏖️🏖️ très connue par sa qualité d'eau et ses visiteurs de toutes la Tunisie porche de maamoura | Transaction type: vente",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Description: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Appartement à vendre nouvelle Madina | Transaction type: vente",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Title: Carthage | Zone: ""Appartement à vendre nouvelle Madina",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Vente d'un Appart S+2 a morneg neuf jamais hsbite | Transaction type: vente",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: 123.0 | Property type: Vente d'un appartement S+2 a Morneg. | Zone: https://b3g4.fra01.idrivee2-68.com/images-mirror/54749/27374604_282215713.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""Speranza immobilière Hammamet vous propose | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Description: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""A vendre un appartement individuel 156m² Caré | Transaction type: vente | Governorate: collège",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: titre bleu réglé numéro 58<a type=""""phone"""">+21658XXXXXX</a>our une visite ."" | Transaction type: ) donnant accès à une vue sympa . le bien se compose de 3 chambres avec nombreux placards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Description: ""⛔ | Transaction type: vente",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Title: شقة للبيع | Description: 1.0 | Property type: Appartement | Zone: Carthage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
